# file...... data/scenario3/HPR3-12.47-3_reg1_output.csv
# date...... Tue Aug 17 13:45:43 2021
# user...... solal
# host...... (null)
# target.... regulator 0
# trigger... (none)
# interval.. 60
# limit..... 1440
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2000-01-01 00:00:00 EST,0,0,0,+2.49779e+06,+1.02209e+06,+2.50276e+06,+1.01461e+06,+2.55003e+06,+1.03865e+06,+7.55059e+06,+3.07535e+06
2000-01-01 00:01:00 EST,2,2,2,+2.485e+06,+514637,+2.50612e+06,+1.0077e+06,+2.55266e+06,+1.04454e+06,+7.54378e+06,+2.56688e+06
2000-01-01 00:02:00 EST,4,4,4,+2.48413e+06,+494124,+2.50565e+06,+1.00672e+06,+2.55186e+06,+1.04347e+06,+7.54163e+06,+2.54431e+06
2000-01-01 00:03:00 EST,6,6,6,+2.48694e+06,+799147,+2.50329e+06,+1.00827e+06,+2.54991e+06,+1.03931e+06,+7.54014e+06,+2.84673e+06
2000-01-01 00:04:00 EST,6,6,6,+2.49496e+06,+1.01755e+06,+2.50121e+06,+1.01186e+06,+2.54753e+06,+1.03528e+06,+7.5437e+06,+3.06469e+06
2000-01-01 00:05:00 EST,6,6,6,+2.49496e+06,+1.01755e+06,+2.50121e+06,+1.01186e+06,+2.54753e+06,+1.03528e+06,+7.5437e+06,+3.06469e+06
2000-01-01 00:06:00 EST,6,6,6,+2.49496e+06,+1.01755e+06,+2.50121e+06,+1.01186e+06,+2.54753e+06,+1.03528e+06,+7.5437e+06,+3.06469e+06
2000-01-01 00:07:00 EST,6,6,6,+2.49496e+06,+1.01755e+06,+2.50121e+06,+1.01186e+06,+2.54753e+06,+1.03528e+06,+7.5437e+06,+3.06469e+06
2000-01-01 00:08:00 EST,6,6,6,+2.49496e+06,+1.01755e+06,+2.50121e+06,+1.01186e+06,+2.54753e+06,+1.03528e+06,+7.5437e+06,+3.06469e+06
2000-01-01 00:09:00 EST,6,6,6,+2.49496e+06,+1.01755e+06,+2.50121e+06,+1.01186e+06,+2.54753e+06,+1.03528e+06,+7.5437e+06,+3.06469e+06
