# file...... data/scenario3/hacked_HPR3-12.47-3_reg2_output.csv
# date...... Tue Aug 17 13:46:31 2021
# user...... solal
# host...... (null)
# target.... regulator 1
# trigger... (none)
# interval.. 60
# limit..... 1440
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2000-01-01 00:00:00 EST,0,0,0,+652633,+299929,+574871,+264876,+522331,+258717,+1.74984e+06,+823522
2000-01-01 00:01:00 EST,2,2,2,+650140,+101835,+575799,+263705,+522980,+260168,+1.74892e+06,+625707
2000-01-01 00:02:00 EST,4,4,4,+650197,+90626.7,+575968,+263810,+522981,+260216,+1.74915e+06,+614653
2000-01-01 00:03:00 EST,5,5,5,+650282,+81705,+576125,+263920,+523010,+260281,+1.74942e+06,+605906
2000-01-01 00:04:00 EST,5,5,5,+652462,+299377,+575329,+265165,+522332,+258856,+1.75012e+06,+823397
2000-01-01 00:05:00 EST,5,5,5,+652462,+299377,+575329,+265165,+522332,+258856,+1.75012e+06,+823397
2000-01-01 00:06:00 EST,5,5,5,+652462,+299377,+575329,+265165,+522332,+258856,+1.75012e+06,+823397
2000-01-01 00:07:00 EST,5,5,5,+652462,+299377,+575329,+265165,+522332,+258856,+1.75012e+06,+823397
2000-01-01 00:08:00 EST,5,5,5,+652462,+299377,+575329,+265165,+522332,+258856,+1.75012e+06,+823397
2000-01-01 00:09:00 EST,5,5,5,+652462,+299377,+575329,+265165,+522332,+258856,+1.75012e+06,+823397
