# file...... data/scenario3/hacked_2035R3-12.47-3_reg1_output.csv
# date...... Tue Aug 17 13:45:59 2021
# user...... solal
# host...... (null)
# target.... regulator 0
# trigger... (none)
# interval.. 60
# limit..... 1440
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2000-01-01 00:00:00 EST,0,0,0,+2.44004e+06,+1.01759e+06,+2.43792e+06,+1.01302e+06,+2.43078e+06,+1.03185e+06,+7.30874e+06,+3.06245e+06
2000-01-01 00:01:00 EST,2,2,2,+2.4275e+06,+509818,+2.44134e+06,+1.00619e+06,+2.43329e+06,+1.03766e+06,+7.30213e+06,+2.55367e+06
2000-01-01 00:02:00 EST,4,4,4,+2.4267e+06,+489440,+2.44093e+06,+1.00524e+06,+2.43265e+06,+1.03679e+06,+7.30028e+06,+2.53147e+06
2000-01-01 00:03:00 EST,6,6,6,+2.4295e+06,+794616,+2.43864e+06,+1.00682e+06,+2.43099e+06,+1.03301e+06,+7.29913e+06,+2.83444e+06
2000-01-01 00:04:00 EST,6,6,6,+2.43738e+06,+1.01347e+06,+2.43657e+06,+1.01035e+06,+2.42877e+06,+1.02912e+06,+7.30273e+06,+3.05293e+06
2000-01-01 00:05:00 EST,6,6,6,+2.43738e+06,+1.01347e+06,+2.43657e+06,+1.01035e+06,+2.42877e+06,+1.02912e+06,+7.30273e+06,+3.05293e+06
2000-01-01 00:06:00 EST,6,6,6,+2.43738e+06,+1.01347e+06,+2.43657e+06,+1.01035e+06,+2.42877e+06,+1.02912e+06,+7.30273e+06,+3.05293e+06
2000-01-01 00:07:00 EST,6,6,6,+2.43738e+06,+1.01347e+06,+2.43657e+06,+1.01035e+06,+2.42877e+06,+1.02912e+06,+7.30273e+06,+3.05293e+06
2000-01-01 00:08:00 EST,6,6,6,+2.43738e+06,+1.01347e+06,+2.43657e+06,+1.01035e+06,+2.42877e+06,+1.02912e+06,+7.30273e+06,+3.05293e+06
2000-01-01 00:09:00 EST,6,6,6,+2.43738e+06,+1.01347e+06,+2.43657e+06,+1.01035e+06,+2.42877e+06,+1.02912e+06,+7.30273e+06,+3.05293e+06
