# file...... data/scenario3/2035R3-12.47-3_reg1_output.csv
# date...... Tue Aug 17 13:45:11 2021
# user...... solal
# host...... (null)
# target.... regulator 0
# trigger... (none)
# interval.. 60
# limit..... 1440
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2000-01-01 00:00:00 EST,0,0,0,+2.6507e+06,+1.02924e+06,+2.64537e+06,+1.02171e+06,+2.67131e+06,+1.04401e+06,+7.96737e+06,+3.09496e+06
2000-01-01 00:01:00 EST,2,2,2,+2.63714e+06,+522796,+2.64868e+06,+1.01414e+06,+2.67407e+06,+1.05002e+06,+7.9599e+06,+2.58696e+06
2000-01-01 00:02:00 EST,4,4,4,+2.63607e+06,+502074,+2.64805e+06,+1.01293e+06,+2.67313e+06,+1.04878e+06,+7.95725e+06,+2.56378e+06
2000-01-01 00:03:00 EST,6,6,6,+2.63894e+06,+806442,+2.64547e+06,+1.01448e+06,+2.67092e+06,+1.04432e+06,+7.95534e+06,+2.86524e+06
2000-01-01 00:04:00 EST,6,6,6,+2.64729e+06,+1.02403e+06,+2.64334e+06,+1.01831e+06,+2.66837e+06,+1.04013e+06,+7.959e+06,+3.08248e+06
2000-01-01 00:05:00 EST,6,6,6,+2.64729e+06,+1.02403e+06,+2.64334e+06,+1.01831e+06,+2.66837e+06,+1.04013e+06,+7.959e+06,+3.08248e+06
2000-01-01 00:06:00 EST,6,6,6,+2.64729e+06,+1.02403e+06,+2.64334e+06,+1.01831e+06,+2.66837e+06,+1.04013e+06,+7.959e+06,+3.08248e+06
2000-01-01 00:07:00 EST,6,6,6,+2.64729e+06,+1.02403e+06,+2.64334e+06,+1.01831e+06,+2.66837e+06,+1.04013e+06,+7.959e+06,+3.08248e+06
2000-01-01 00:08:00 EST,6,6,6,+2.64729e+06,+1.02403e+06,+2.64334e+06,+1.01831e+06,+2.66837e+06,+1.04013e+06,+7.959e+06,+3.08248e+06
2000-01-01 00:09:00 EST,6,6,6,+2.64729e+06,+1.02403e+06,+2.64334e+06,+1.01831e+06,+2.66837e+06,+1.04013e+06,+7.959e+06,+3.08248e+06
