# file...... data/scenario3/hacked_reactive_HPR3-12.47-3_reg2_output.csv
# date...... Tue Aug 17 13:47:01 2021
# user...... solal
# host...... (null)
# target.... regulator 1
# trigger... (none)
# interval.. 60
# limit..... 1440
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2000-01-01 00:00:00 EST,0,0,0,+742552,+105662,+624657,+56115.9,+634377,+99879.1,+2.00159e+06,+261657
2000-01-01 00:01:00 EST,2,2,2,+741723,-93520.3,+625176,+54805.7,+635355,+101161,+2.00225e+06,+62446.1
2000-01-01 00:02:00 EST,4,4,4,+741778,-104806,+625354,+54933.2,+635268,+101133,+2.0024e+06,+51259.5
2000-01-01 00:03:00 EST,4,5,5,+742385,+105093,+625111,+56462.7,+634157,+99785.7,+2.00165e+06,+261342
2000-01-01 00:04:00 EST,4,4,5,+742403,+105074,+625068,+56439.2,+634136,+99780.6,+2.00161e+06,+261293
2000-01-01 00:05:00 EST,4,4,5,+742403,+105074,+625068,+56439.1,+634136,+99780.6,+2.00161e+06,+261293
2000-01-01 00:06:00 EST,4,4,5,+742403,+105074,+625068,+56439.1,+634136,+99780.6,+2.00161e+06,+261293
2000-01-01 00:07:00 EST,4,4,5,+742403,+105074,+625068,+56439.1,+634136,+99780.6,+2.00161e+06,+261293
2000-01-01 00:08:00 EST,4,4,5,+742403,+105074,+625068,+56439.1,+634136,+99780.6,+2.00161e+06,+261293
2000-01-01 00:09:00 EST,4,4,5,+742403,+105074,+625068,+56439.1,+634136,+99780.6,+2.00161e+06,+261293
