# file...... data/scenario3/GFCR3-12.47-3_reg2_output.csv
# date...... Tue Aug 17 13:45:26 2021
# user...... solal
# host...... (null)
# target.... regulator 1
# trigger... (none)
# interval.. 60
# limit..... 1440
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2000-01-01 00:00:00 EST,0,0,0,+811735,+304953,+710156,+267390,+677815,+261411,+2.19971e+06,+833753
2000-01-01 00:01:00 EST,2,2,2,+808610,+109571,+711016,+265839,+678531,+262937,+2.19816e+06,+638346
2000-01-01 00:02:00 EST,4,4,4,+808450,+98138.5,+711075,+265809,+678365,+262839,+2.19789e+06,+626786
2000-01-01 00:03:00 EST,5,5,6,+808413,+89062.8,+711134,+265845,+678236,+262744,+2.19778e+06,+617651
2000-01-01 00:04:00 EST,5,5,6,+810983,+303658,+710290,+267329,+677313,+261107,+2.19859e+06,+832094
2000-01-01 00:05:00 EST,5,5,6,+810983,+303658,+710290,+267329,+677313,+261107,+2.19859e+06,+832094
2000-01-01 00:06:00 EST,5,5,6,+810983,+303658,+710290,+267329,+677313,+261107,+2.19859e+06,+832094
2000-01-01 00:07:00 EST,5,5,6,+810983,+303658,+710290,+267329,+677313,+261107,+2.19859e+06,+832094
2000-01-01 00:08:00 EST,5,5,6,+810983,+303658,+710290,+267329,+677313,+261107,+2.19859e+06,+832094
2000-01-01 00:09:00 EST,5,5,6,+810983,+303658,+710290,+267329,+677313,+261107,+2.19859e+06,+832094
