# file...... data/scenario3/hacked_reactive_2035R3-12.47-3_reg2_output.csv
# date...... Tue Aug 17 13:46:45 2021
# user...... solal
# host...... (null)
# target.... regulator 1
# trigger... (none)
# interval.. 60
# limit..... 1440
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2000-01-01 00:00:00 EST,0,0,0,+818936,+253496,+694076,+191493,+694905,+216526,+2.20792e+06,+661514
2000-01-01 00:01:00 EST,2,2,2,+816498,+57358.3,+694781,+190007,+695716,+218000,+2.207e+06,+465366
2000-01-01 00:02:00 EST,4,4,4,+816392,+45948.4,+694882,+190037,+695518,+217874,+2.20679e+06,+453859
2000-01-01 00:03:00 EST,5,5,6,+816394,+36893.4,+694973,+190117,+695360,+217751,+2.20673e+06,+444761
2000-01-01 00:04:00 EST,5,5,6,+818341,+252319,+694329,+191598,+694323,+216138,+2.20699e+06,+660054
2000-01-01 00:05:00 EST,5,5,6,+818341,+252319,+694329,+191598,+694323,+216138,+2.20699e+06,+660054
2000-01-01 00:06:00 EST,5,5,6,+818341,+252319,+694329,+191598,+694323,+216138,+2.20699e+06,+660054
2000-01-01 00:07:00 EST,5,5,6,+818341,+252319,+694329,+191598,+694323,+216138,+2.20699e+06,+660054
2000-01-01 00:08:00 EST,5,5,6,+818341,+252319,+694329,+191598,+694323,+216138,+2.20699e+06,+660054
2000-01-01 00:09:00 EST,5,5,6,+818341,+252319,+694329,+191598,+694323,+216138,+2.20699e+06,+660054
