# file...... R5-12.47-4_reg1_output.csv
# date...... Tue Aug 10 17:18:02 2021
# user...... solal
# host...... (null)
# target.... regulator 0
# trigger... (none)
# interval.. 60
# limit..... 1440
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2000-01-01 00:00:00 EST,0,0,0,+3.1651e+06,+1.65698e+06,+3.17911e+06,+1.669e+06,+3.27443e+06,+1.72222e+06,+9.61864e+06,+5.0482e+06
2000-01-01 00:01:00 EST,2,2,2,+3.16607e+06,+1.6596e+06,+3.15904e+06,+872389,+3.27505e+06,+1.71503e+06,+9.60016e+06,+4.24702e+06
2000-01-01 00:02:00 EST,4,4,4,+3.16429e+06,+1.65759e+06,+3.1571e+06,+848466,+3.27302e+06,+1.71254e+06,+9.59441e+06,+4.21859e+06
2000-01-01 00:03:00 EST,6,6,6,+3.16256e+06,+1.65562e+06,+3.15523e+06,+823762,+3.27104e+06,+1.7101e+06,+9.58882e+06,+4.18949e+06
2000-01-01 00:04:00 EST,6,6,6,+3.16256e+06,+1.65562e+06,+3.15523e+06,+823762,+3.27104e+06,+1.7101e+06,+9.58882e+06,+4.18949e+06
2000-01-01 00:05:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:06:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:07:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:08:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:09:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:10:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:11:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:12:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:13:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:14:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:15:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:16:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:17:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:18:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:19:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:20:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:21:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:22:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:23:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:24:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:25:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:26:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:27:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:28:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:29:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:30:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:31:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:32:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
2000-01-01 00:33:00 EST,6,6,6,+3.16069e+06,+1.65267e+06,+3.16629e+06,+1.45387e+06,+3.2694e+06,+1.71315e+06,+9.59638e+06,+4.8197e+06
