# file...... batt_R4-12.47-1_reg1_output.csv
# date...... Tue Aug 10 17:16:51 2021
# user...... solal
# host...... (null)
# target.... regulator 0
# trigger... (none)
# interval.. 60
# limit..... 1440
# timestamp,tap_A,tap_B,tap_C,power_in_A.real,power_in_A.imag,power_in_B.real,power_in_B.imag,power_in_C.real,power_in_C.imag,power_in.real,power_in.imag
2000-01-01 00:00:00 EST,0,0,0,+2.14003e+06,+1.05028e+06,+1.85666e+06,+772242,+2.16965e+06,+720983,+6.16634e+06,+2.5435e+06
2000-01-01 00:01:00 EST,2,2,2,+2.13961e+06,+1.04494e+06,+1.85629e+06,+763717,+2.16845e+06,+705040,+6.16436e+06,+2.51369e+06
2000-01-01 00:02:00 EST,4,4,4,+2.13922e+06,+1.03949e+06,+1.85596e+06,+754918,+2.1673e+06,+688647,+6.16247e+06,+2.48305e+06
2000-01-01 00:03:00 EST,6,6,6,+2.13884e+06,+1.03392e+06,+1.85565e+06,+745831,+2.1662e+06,+671778,+6.16069e+06,+2.45153e+06
2000-01-01 00:04:00 EST,6,6,6,+2.13884e+06,+1.03392e+06,+1.85565e+06,+745831,+2.1662e+06,+671778,+6.16069e+06,+2.45153e+06
2000-01-01 00:05:00 EST,6,6,6,+2.13884e+06,+1.03392e+06,+1.85565e+06,+745831,+2.1662e+06,+671778,+6.16069e+06,+2.45153e+06
2000-01-01 00:06:00 EST,6,6,6,+2.13884e+06,+1.03392e+06,+1.85565e+06,+745831,+2.1662e+06,+671778,+6.16069e+06,+2.45153e+06
2000-01-01 00:07:00 EST,6,6,6,+2.13884e+06,+1.03392e+06,+1.85565e+06,+745831,+2.1662e+06,+671778,+6.16069e+06,+2.45153e+06
2000-01-01 00:08:00 EST,6,6,6,+2.13884e+06,+1.03392e+06,+1.85565e+06,+745831,+2.1662e+06,+671778,+6.16069e+06,+2.45153e+06
2000-01-01 00:09:00 EST,6,6,6,+2.13884e+06,+1.03392e+06,+1.85565e+06,+745831,+2.1662e+06,+671778,+6.16069e+06,+2.45153e+06
2000-01-01 00:10:00 EST,6,6,6,+2.13884e+06,+1.03392e+06,+1.85565e+06,+745831,+2.1662e+06,+671778,+6.16069e+06,+2.45153e+06
2000-01-01 00:11:00 EST,6,6,6,+2.13884e+06,+1.03392e+06,+1.85565e+06,+745831,+2.1662e+06,+671778,+6.16069e+06,+2.45153e+06
